time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,attendance_date,day_number,school_type,num_schools,enrolments,present_sessions,approved_educational_activity,overall_absence,authorised_absence,unauthorised_absence,late_sessions,possible_sessions,reason_present_am,reason_present_pm,reason_present,reason_l_present_late_before_registers_closed,reason_i_authorised_illness,reason_m_authorised_medical_dental,reason_r_authorised_religious_observance,reason_s_authorised_study_leave,reason_t_authorised_grt_absence,reason_h_authorised_holiday,reason_e_authorised_excluded,reason_c_authorised_other,reason_b_aea_education_off_site,reason_d_aea_dual_registration,reason_j_aea_interview,reason_p_aea_approved_sporting_activity,reason_v_aea_educational_visit_trip,reason_w_aea_work_experience,reason_g_unauthorised_holiday,reason_u_unauthorised_late_after_registers_closed,reason_o_other_unauthorised,reason_n_no_reason_yet,reason_x_not_attending_covid_non_compulsory,enrolments_pa_10_exact
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,19/01/2021,5,Secondary,28,24107,2921635,4,198360,153621,44739,4,3165516,1460817.5,1460817.5,2921635,4,126125,12255,1315,95,5,310,2980,10536,4,0,0,0,0,0,2948,3382,35129,3280,45517,4939
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,19/01/2021,5,Special,6,520,57937,10,9958,8829,1129,10,70539,28968.5,28968.5,57937,10,4511,834,50,31,0,121,58,3224,8,0,0,0,0,2,0,116,1012,1,2634,209
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,19/01/2021,5,Special,82,36286,4427561,0,308606,238330,70276,0,4817730,2213780.5,2213780.5,4427561,0,202579,13608,488,9,27,560,3227,14427,0,0,0,0,0,0,7261,2726,55282,4604,81563,8017
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,19/01/2021,5,Primary,75,35698,4359769,0,301081,231985,69096,0,4739077,2179884.5,2179884.5,4359769,0,198516,12950,486,9,27,374,3078,13140,0,0,0,0,0,0,7211,2636,54247,4599,78227,7832
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,19/01/2021,5,PRU/Academy/Free school AP,59,18882,2381638,13,142443,110163,32280,13,2559289,1190819,1190819,2381638,13,96386,4948,320,0,2,111,261,4730,13,0,0,0,0,0,5543,1176,23049,2109,35195,3631
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,19/01/2021,5,Secondary,16,16816,1978117,1,158638,121822,36816,1,2179788,989058.5,989058.5,1978117,1,102130,8002,166,9,25,263,2817,8410,0,6,0,1,0,0,1668,1460,31198,2490,43032,4201
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,19/01/2021,5,Special,7,588,67788,4,7525,6345,1180,4,78653,33894,33894,67788,4,4063,658,2,0,0,186,149,1287,4,0,0,0,0,0,50,90,1035,5,3336,185
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,19/01/2021,5,Special,81,39345,4864616,12,288365,220043,68322,12,5196890,2432308,2432308,4864616,12,174182,15488,4602,29,53,1690,2465,21534,0,0,0,0,12,0,14706,2283,41361,9972,43897,6834
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,19/01/2021,5,Primary,76,38699,4786357,130,278808,211909,66899,130,5108584,2393178.5,2393178.5,4786357,130,168682,14443,4574,29,53,1508,2441,20179,130,0,0,0,0,0,14586,2251,40213,9849,43289,6594
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,19/01/2021,5,PRU/Academy/Free school AP,60,21588,2722819,2,143473,114229,29244,2,2885611,1361409.5,1361409.5,2722819,2,94655,6115,2439,0,12,1123,161,9724,2,0,0,0,0,0,11127,1117,14363,2637,19317,3338
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,19/01/2021,5,Secondary,16,17111,2063664,2,135335,97680,37655,2,2222973,1031832,1031832,2063664,2,74027,8328,2135,29,41,385,2280,10455,2,0,0,0,0,0,3459,1134,25850,7212,23972,3256
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,19/01/2021,5,Special,5,646,78141,0,9557,8134,1423,0,88306,39070.5,39070.5,78141,0,5500,1045,28,0,0,182,24,1355,0,0,0,0,0,0,120,32,1148,123,608,240
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,19/01/2021,5,Special,99,43543,5274902,0,360286,283580,76706,0,5715085,2637451,2637451,5274902,0,237781,15818,303,475,589,2082,4323,22209,0,0,0,0,0,0,9393,5710,59348,2255,79897,9233
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,19/01/2021,5,Primary,95,42832,5196963,5,347974,273190,74784,5,5622881,2598481.5,2598481.5,5196963,5,232422,14773,291,475,587,1699,4007,18936,5,0,0,0,0,0,9287,5504,57738,2255,77939,8944
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,19/01/2021,5,PRU/Academy/Free school AP,76,23763,2952344,10,168035,136724,31311,10,3162508,1476172,1476172,2952344,10,117533,6441,213,2,286,1522,161,10566,10,2,0,0,0,0,7573,2788,18980,1970,42119,4235
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,19/01/2021,5,Secondary,19,19069,2244614,0,179939,136466,43473,0,2460373,1122307,1122307,2244614,0,114889,8332,78,473,301,177,3846,8370,0,0,0,0,0,0,1714,2716,38758,285,35820,4709
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,19/01/2021,5,Special,4,711,77933,1,12312,10390,1922,1,92204,38966.5,38966.5,77933,1,5359,1045,12,0,2,383,316,3273,1,0,0,0,0,0,106,206,1610,0,1958,289
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,19/01/2021,5,Special,118,47916,5779255,10,398484,288348,110136,10,6265982,2889627.5,2889627.5,5779255,10,234571,16674,523,662,162,1518,4103,30135,10,0,0,0,0,0,12538,8083,85919,3596,88233,10042
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,19/01/2021,5,Primary,109,46867,5659950,23,378195,271677,106518,23,6123661,2829975,2829975,5659950,23,226950,15418,519,662,50,1147,4026,22905,0,0,0,0,23,0,12525,7918,83156,2919,85493,9545
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,19/01/2021,5,PRU/Academy/Free school AP,86,26993,3339617,0,190799,146498,44301,0,3576665,1669808.5,1669808.5,3339617,0,124131,7056,379,10,42,893,571,13416,0,2,0,0,0,0,9415,3787,29703,1396,46249,4757
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,19/01/2021,5,Secondary,23,19874,2320356,0,187396,125179,62217,0,2546996,1160178,1160178,2320356,0,102819,8362,140,652,8,254,3455,9489,0,2,0,0,0,0,3110,4131,53453,1523,39244,4788
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,19/01/2021,5,Special,9,1049,119291,1,20289,16671,3618,1,142321,59645.5,59645.5,119291,1,7621,1256,4,0,112,371,77,7230,0,0,0,0,1,0,13,165,2763,677,2740,497
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,19/01/2021,5,Special,90,43868,5428876,0,338464,264358,74106,0,5826538,2714438,2714438,5428876,0,219550,15870,3368,2421,166,1607,2399,18977,0,0,0,0,0,0,18205,1823,53059,1019,59198,8227
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,19/01/2021,5,Primary,84,43131,5343412,1,325363,252139,73224,1,5726044,2671706,2671706,5343412,1,212282,14417,3350,2421,39,1261,2391,15978,1,0,0,0,0,0,18153,1697,52355,1019,57268,7899
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,19/01/2021,5,PRU/Academy/Free school AP,67,24915,3148029,0,183550,143848,39702,0,3365717,1574014.5,1574014.5,3148029,0,125252,6782,1843,4,37,690,291,8949,0,0,0,0,0,0,14319,1222,23705,456,34138,4528
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,19/01/2021,5,Secondary,17,18216,2195382,2,141813,108291,33522,2,2360327,1097691,1097691,2195382,2,87030,7635,1507,2417,2,571,2100,7029,2,2,0,0,0,0,3834,475,28650,563,23130,3371
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,19/01/2021,5,Special,6,737,85375,88,13101,12219,882,88,100494,42687.5,42687.5,85375,88,7268,1453,18,0,127,346,8,2999,0,2,0,0,88,0,52,126,704,0,1930,328
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,19/01/2021,5,Special,95,47193,5776422,0,400572,276464,124108,0,6262541,2888211,2888211,5776422,0,224611,16082,459,10,30,600,4887,29785,0,0,0,0,0,0,10178,6782,104585,2563,85547,9959
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,19/01/2021,5,Primary,89,46310,5676669,0,386228,265030,121198,0,6145010,2838334.5,2838334.5,5676669,0,218394,14917,453,10,30,548,4780,25898,0,0,0,0,0,0,9870,6709,102119,2500,82113,9634
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,19/01/2021,5,PRU/Academy/Free school AP,68,25355,3165239,86,191463,140408,51055,86,3410349,1582619.5,1582619.5,3165239,86,118288,6795,235,9,24,361,293,14403,0,0,0,0,86,0,5836,3237,41091,891,53561,4803
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,19/01/2021,5,Secondary,21,20955,2511344,0,194765,124622,70143,0,2734661,1255672,1255672,2511344,0,100106,8122,218,1,6,187,4487,11495,0,2,0,0,0,0,4034,3472,61028,1609,28552,4831
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,19/01/2021,5,Special,6,883,99747,6,14344,11434,2910,6,117531,49873.5,49873.5,99747,6,6217,1165,6,0,0,52,107,3887,0,2,0,0,6,0,308,73,2466,63,3434,325
2021,Week 3,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,19/01/2021,5,Special,81,31506,3847891,4,269585,191969,77616,4,4189557,1923945.5,1923945.5,3847891,4,152181,13863,963,656,31,2468,2864,18943,2,0,0,0,2,0,9783,3523,51508,12802,72077,6678
2021,Week 3,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,19/01/2021,5,Primary,75,30948,3782724,0,259562,184040,75522,0,4112851,1891362,1891362,3782724,0,147462,12823,957,656,30,2328,2823,16961,0,0,0,0,0,0,9601,3384,50336,12201,70565,6444
2021,Week 3,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,19/01/2021,5,PRU/Academy/Free school AP,63,17249,2173100,0,133258,95786,37472,0,2334443,1086550,1086550,2173100,0,76892,5551,553,2,24,2111,328,10325,0,2,0,0,0,0,7226,2283,26486,1477,28085,3372
2021,Week 3,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,19/01/2021,5,Secondary,12,13699,1609617,7,126304,88254,38050,7,1778408,804808.5,804808.5,1609617,7,70570,7272,404,654,6,217,2495,6636,3,0,4,0,0,0,2375,1101,23850,10724,42480,3072
2021,Week 3,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,19/01/2021,5,Special,6,558,65167,4,10023,7929,2094,4,76706,32583.5,32583.5,65167,4,4719,1040,6,0,1,140,41,1982,4,0,0,0,0,0,182,139,1172,601,1512,234
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,19/01/2021,5,Special,57,32602,4036057,0,238887,197250,41637,0,4325693,2018028.5,2018028.5,4036057,0,161511,11913,5062,16,8,994,1540,16206,0,0,0,0,0,0,8394,2369,24522,6352,50749,5579
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,19/01/2021,5,Primary,53,32186,3987035,2,231898,190574,41324,2,4268665,1993517.5,1993517.5,3987035,2,158057,10964,4998,16,8,859,1528,14144,2,0,0,0,0,0,8370,2354,24248,6352,49730,5424
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,19/01/2021,5,PRU/Academy/Free school AP,40,18351,2307543,0,123836,102571,21265,0,2461580,1153771.5,1153771.5,2307543,0,85037,5148,3429,2,8,785,158,8004,0,0,0,0,0,0,5541,1438,12321,1965,30201,2930
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,19/01/2021,5,Secondary,13,13835,1679493,1,108062,88003,20059,1,1807085,839746.5,839746.5,1679493,1,73020,5816,1569,14,0,74,1370,6140,0,0,0,0,1,0,2829,916,11927,4387,19529,2494
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,19/01/2021,5,Special,4,416,49020,0,6989,6676,313,0,57028,24510,24510,49020,0,3454,949,64,0,0,135,12,2062,0,0,0,0,0,0,24,15,274,0,1019,155
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,19/01/2021,5,Special,80,35713,4488871,3,293525,240601,52924,3,4846304,2244435.5,2244435.5,4488871,3,202812,10580,295,12,1289,1239,2627,21747,0,0,0,0,3,0,11456,2468,38410,590,63905,7046
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,19/01/2021,5,Primary,77,35409,4453132,0,287632,235199,52433,0,4803580,2226566,2226566,4453132,0,199652,10088,291,12,1289,1137,2613,20117,0,0,0,0,0,0,11428,2375,38043,587,62816,6921
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,19/01/2021,5,PRU/Academy/Free school AP,59,20280,2603314,0,144849,121353,23496,0,2782640,1301657,1301657,2603314,0,105974,4361,187,7,461,855,358,9150,0,0,0,0,0,0,9120,1520,12684,172,34477,3371
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,19/01/2021,5,Secondary,18,15129,1849810,8,142783,113846,28937,8,2020940,924905,924905,1849810,8,93678,5727,104,5,828,282,2255,10967,8,0,0,0,0,0,2308,855,25359,415,28339,3550
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,19/01/2021,5,Special,3,304,35740,2,5893,5402,491,2,42724,17870,17870,35740,2,3160,492,4,0,0,102,14,1630,2,2,0,0,0,0,28,93,367,3,1089,125
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,19/01/2021,5,Special,97,42738,5295738,2,359505,279864,79641,2,5737814,2647869,2647869,5295738,2,229903,16215,2600,2159,298,1570,3429,23690,2,0,0,0,0,0,10348,4584,58492,6217,82569,8479
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,19/01/2021,5,Primary,89,41868,5194222,0,345375,268263,77112,0,5618991,2597111,2597111,5194222,0,223094,14877,2564,2159,298,1446,3263,20562,0,2,0,0,0,0,10163,4478,57122,5349,79394,8126
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,19/01/2021,5,PRU/Academy/Free school AP,67,23414,2977726,2,171042,135077,35965,2,3190522,1488863,1488863,2977726,2,113795,6233,1808,51,166,1350,296,11378,2,0,0,0,0,0,7569,2193,23176,3027,41752,3817
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,19/01/2021,5,Secondary,22,18454,2216494,0,174333,133186,41147,0,2428469,1108247,1108247,2216494,0,109299,8644,756,2108,132,96,2967,9184,0,0,0,0,0,0,2594,2285,33946,2322,37642,4309
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,19/01/2021,5,Special,8,870,101518,0,14130,11601,2529,0,118823,50759,50759,101518,0,6809,1338,36,0,0,124,166,3128,0,0,0,0,0,0,185,106,1370,868,3175,353
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,19/01/2021,5,Special,76,36901,4537818,0,303174,229302,73872,0,4914723,2268909,2268909,4537818,0,191843,13189,2870,5,422,1602,3194,13323,0,0,0,0,0,0,17298,3854,48113,3549,73731,7577
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,19/01/2021,5,Primary,71,36160,4451432,0,292155,220980,71175,0,4813330,2225716,2225716,4451432,0,186212,12283,2842,5,421,1497,3149,11717,0,0,0,0,0,0,17122,3481,45979,3535,69743,7304
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,19/01/2021,5,PRU/Academy/Free school AP,51,19387,2431226,0,150053,112776,37277,0,2619603,1215613,1215613,2431226,0,97870,4982,1665,4,251,1166,388,6450,0,0,0,0,0,0,12516,2337,20309,2115,38324,3779
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,19/01/2021,5,Secondary,20,16773,2020205,1,142102,108204,33898,1,2193727,1010102.5,1010102.5,2020205,1,88342,7301,1177,1,170,331,2761,5267,1,0,0,0,0,0,4606,1144,25670,1420,31419,3525
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,19/01/2021,5,Special,5,741,86384,2,11019,8322,2697,2,101393,43192,43192,86384,2,5631,906,28,0,1,105,45,1606,2,0,0,0,0,0,176,373,2134,14,3988,273
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,19/01/2021,5,Special,49,21658,2653767,24,176255,140987,35268,24,2887849,1326883.5,1326883.5,2653767,24,119214,8740,233,427,44,579,697,11053,24,0,0,0,0,0,4995,1829,26214,2230,57803,4254
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,19/01/2021,5,Primary,46,21285,2609297,12,170186,135236,34950,12,2835944,1304648.5,1304648.5,2609297,12,116004,7915,221,427,44,377,688,9560,6,0,0,0,6,0,4995,1818,25928,2209,56449,4126
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,19/01/2021,5,PRU/Academy/Free school AP,35,11553,1472320,0,81982,64289,17693,0,1584488,736160,736160,1472320,0,55315,3157,136,0,43,272,75,5291,0,0,0,0,0,0,3421,1117,12706,449,30186,1895
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,19/01/2021,5,Secondary,11,9732,1136989,0,88204,70947,17257,0,1251456,568494.5,568494.5,1136989,0,60689,4758,85,427,1,105,613,4269,0,0,0,0,0,0,1574,701,13222,1760,26263,2231
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,19/01/2021,5,Special,3,373,44482,0,6069,5751,318,0,51905,22241,22241,44482,0,3210,825,12,0,0,202,9,1493,0,0,0,0,0,0,0,11,286,21,1354,128
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,19/01/2021,5,Special,56,22707,2823366,6,184746,139575,45171,6,3044967,1411683,1411683,2823366,6,118189,7407,167,3,2,1194,1249,11364,2,2,4,0,0,0,4336,2380,37793,662,36849,4606
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,19/01/2021,5,Primary,53,22339,2783835,0,177635,134839,42796,0,2995393,1391917.5,1391917.5,2783835,0,115978,6992,163,3,0,1127,1104,9472,0,0,0,0,0,0,4293,2358,35486,659,33923,4439
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,19/01/2021,5,PRU/Academy/Free school AP,44,13522,1723951,0,102021,80086,21935,0,1845684,861975.5,861975.5,1723951,0,68122,3791,134,0,0,1037,103,6899,0,0,0,0,0,0,3336,1739,16658,202,19712,2549
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,19/01/2021,5,Secondary,9,8817,1059884,0,75614,54753,20861,0,1149709,529942,529942,1059884,0,47856,3201,29,3,0,90,1001,2573,0,0,0,0,0,0,957,619,18828,457,14211,1890
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,19/01/2021,5,Special,3,368,39537,0,7111,4736,2375,0,49574,19768.5,19768.5,39537,0,2211,415,4,0,2,67,145,1892,0,0,0,0,0,0,43,22,2307,3,2926,167
2021,Week 3,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,19/01/2021,5,Special,90,53038,6618544,0,429218,265002,164216,0,7137101,3309272,3309272,6618544,0,220276,16471,1896,81,7,1141,3598,21532,0,0,0,0,0,0,35528,5726,116860,6102,89339,9905
2021,Week 3,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,19/01/2021,5,Primary,88,52857,6599702,0,424098,261423,162675,0,7112929,3299851,3299851,6599702,0,218432,16209,1896,81,7,1141,3473,20184,0,0,0,0,0,0,35370,5708,115497,6100,89129,9810
2021,Week 3,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,19/01/2021,5,PRU/Academy/Free school AP,67,27864,3493582,0,217504,135016,82488,0,3748516,1746791,1746791,3493582,0,117595,6552,1201,5,2,717,185,8759,0,0,0,0,0,0,23866,2842,54004,1776,37430,5179
2021,Week 3,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,19/01/2021,5,Secondary,21,24993,3106120,0,206594,126407,80187,0,3364413,1553060,1553060,3106120,0,100837,9657,695,76,5,424,3288,11425,0,0,0,0,0,0,11504,2866,61493,4324,51699,4631
2021,Week 3,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,19/01/2021,5,Special,2,181,18842,0,5120,3579,1541,0,24172,9421,9421,18842,0,1844,262,0,0,0,0,125,1348,0,0,0,0,0,0,158,18,1363,2,210,95
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,19/01/2021,5,Special,76,46989,5858951,2,370510,277874,92636,2,6291863,2929475.5,2929475.5,5858951,2,235343,15298,3087,1061,2,505,3639,18939,2,2,0,0,0,0,25097,4774,61578,1187,62400,9096
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,19/01/2021,5,Primary,71,46468,5800769,0,361075,272186,88889,0,6221884,2900384.5,2900384.5,5800769,0,231383,14575,3068,1061,0,369,3578,18152,0,0,0,0,0,0,24799,4307,58598,1185,60040,8886
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,19/01/2021,5,PRU/Academy/Free school AP,52,23950,2997807,0,180714,134176,46538,0,3206180,1498903.5,1498903.5,2997807,0,117302,5935,1654,60,0,272,184,8769,0,0,0,0,0,0,17153,1584,27364,437,27659,4537
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,19/01/2021,5,Secondary,19,22518,2802962,0,180361,138010,42351,0,3015704,1401481,1401481,2802962,0,114081,8640,1414,1001,0,97,3394,9383,0,2,0,0,0,0,7646,2723,31234,748,32381,4349
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,19/01/2021,5,Special,5,521,58147,37,9435,5688,3747,37,69979,29073.5,29073.5,58147,37,3960,723,19,0,2,136,61,787,1,0,0,0,36,0,298,467,2980,2,2360,210
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,19/01/2021,5,Special,59,24269,3013488,0,200782,159697,41085,0,3250864,1506744,1506744,3013488,0,138036,9187,265,437,0,284,1313,10175,0,0,0,0,0,0,5481,2341,31236,2027,36594,4972
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,19/01/2021,5,Primary,56,23989,2980846,0,196427,156499,39928,0,3213453,1490423,1490423,2980846,0,135721,8844,263,437,0,274,1311,9649,0,0,0,0,0,0,5437,2090,30451,1950,36180,4864
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,19/01/2021,5,PRU/Academy/Free school AP,45,14240,1830931,3,104642,87358,17284,3,1956649,915465.5,915465.5,1830931,3,76735,4528,228,0,0,180,47,5640,2,0,0,0,1,0,4469,1419,11054,342,21073,2486
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,19/01/2021,5,Secondary,11,9749,1149912,0,91785,69141,22644,0,1256804,574956,574956,1149912,0,58986,4316,35,437,0,94,1264,4009,0,0,0,0,0,0,968,671,19397,1608,15107,2378
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,19/01/2021,5,Special,3,280,32633,9,4355,3198,1157,9,37411,16316.5,16316.5,32633,9,2315,343,2,0,0,10,2,526,4,0,0,0,5,0,44,251,785,77,414,108
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,19/01/2021,5,Special,60,32968,4003037,27,278880,227480,51400,27,4337916,2001518.5,2001518.5,4003037,27,189661,11276,425,7709,18,1025,2290,13316,0,0,0,0,27,0,8162,4894,36164,2031,55972,7241
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,19/01/2021,5,Primary,55,32440,3942613,0,268499,219542,48957,0,4266212,1971306.5,1971306.5,3942613,0,184509,10674,422,7670,18,927,2171,11391,0,0,0,0,0,0,8015,4643,34165,1985,55100,6996
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,19/01/2021,5,PRU/Academy/Free school AP,40,15720,1992065,0,119985,96599,23386,0,2137805,996032.5,996032.5,1992065,0,84317,4193,221,0,16,586,328,5178,0,0,0,0,0,0,5851,1739,14702,945,25755,2867
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,19/01/2021,5,Secondary,15,16720,1950546,2,148514,122943,25571,2,2128407,975273,975273,1950546,2,100192,6481,201,7670,2,341,1843,6213,2,1,0,0,0,0,2164,2904,19463,1040,29345,4129
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,19/01/2021,5,Special,5,528,60451,0,10381,7938,2443,0,71704,30225.5,30225.5,60451,0,5152,602,3,39,0,98,119,1925,0,0,0,0,0,0,147,251,1999,46,872,245
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,19/01/2021,5,Special,72,35582,4447268,0,286050,210802,75248,0,4788056,2223634,2223634,4447268,0,175957,13142,275,15,139,1303,2697,17274,0,0,0,0,0,0,12311,3184,49624,10127,54738,6966
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,19/01/2021,5,Primary,68,34965,4376683,6,275163,202794,72369,6,4705604,2188341.5,2188341.5,4376683,6,170598,12204,269,15,139,1251,2523,15795,6,4,0,0,0,0,12116,2930,47333,9988,53752,6691
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,19/01/2021,5,PRU/Academy/Free school AP,51,19803,2528818,3,138917,106576,32341,3,2695923,1264409,1264409,2528818,3,91680,5322,188,12,136,1124,259,7855,2,0,1,0,0,0,7999,1711,21357,1272,28185,3315
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,19/01/2021,5,Secondary,17,15162,1847868,0,136246,96218,40028,0,2009681,923934,923934,1847868,0,78918,6882,81,3,3,127,2264,7940,0,6,0,0,0,0,4117,1219,25976,8716,25567,3376
2021,Week 3,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,19/01/2021,5,Special,4,617,70578,1,10887,8008,2879,1,82452,35289,35289,70578,1,5359,938,6,0,0,52,174,1479,1,0,0,0,0,0,195,254,2291,139,986,275
